zip,lat,lng,city,state_id,state_name,population,density,county_fips,county_name,timezone
06708,41.54939,-73.06738,Waterbury,CT,Connecticut,29215,1193.9,09140,Naugatuck Valley,America/New_York
06810,41.37627,-73.45904,Danbury,CT,Connecticut,54957,1014.6,09190,Western Connecticut,America/New_York
06824,41.17571,-73.28111,Fairfield,CT,Connecticut,36969,710.6,09120,Greater Bridgeport,America/New_York
07002,40.66681,-74.11582,Bayonne,NJ,New Jersey,70497,4674.4,34017,Hudson,America/New_York
07011,40.8801,-74.14449,Clifton,NJ,New Jersey,40042,4967.1,34031,Passaic,America/New_York
07017,40.77192,-74.20712,East Orange,NJ,New Jersey,39557,6752.7,34013,Essex,America/New_York
07036,40.62526,-74.23917,Linden,NJ,New Jersey,44996,1598.4,34039,Union,America/New_York
07050,40.76817,-74.2348,Orange,NJ,New Jersey,33523,5866.1,34013,Essex,America/New_York
07055,40.85746,-74.12821,Passaic,NJ,New Jersey,70048,8644.1,34031,Passaic,America/New_York
07060,40.61606,-74.42164,Plainfield,NJ,New Jersey,47883,3698.4,34039,Union,America/New_York
07090,40.65172,-74.34328,Westfield,NJ,New Jersey,30852,1767.9,34039,Union,America/New_York
07109,40.79502,-74.16161,Belleville,NJ,New Jersey,37893,4430.6,34013,Essex,America/New_York
07501,40.9125,-74.17099,Paterson,NJ,New Jersey,35492,7612.6,34031,Passaic,America/New_York
07601,40.8891,-74.04614,Hackensack,NJ,New Jersey,45758,4208.6,34003,Bergen,America/New_York
31088,32.58587,-83.65528,Warner Robins,GA,Georgia,58298,764.7,13153,Houston,America/New_York
45231,39.24617,-84.5383,Cincinnati,OH,Ohio,41466,1083.2,39061,Hamilton,America/New_York
45373,40.03353,-84.19588,Troy,OH,Ohio,37714,166.1,39109,Miami,America/New_York
45503,39.96073,-83.7682,Springfield,OH,Ohio,32714,723.2,39023,Clark,America/New_York
02886,41.70493,-71.45892,Warwick,RI,Rhode Island,30540,746.5,44003,Kent,America/New_York
02895,42.00103,-71.49923,Woonsocket,RI,Rhode Island,43163,2146.5,44007,Providence,America/New_York
02908,41.83877,-71.43926,Providence,RI,Rhode Island,39099,4437.3,44007,Providence,America/New_York
02920,41.76719,-71.4655,Cranston,RI,Rhode Island,36907,1592.5,44007,Providence,America/New_York
03060,42.74135,-71.45936,Nashua,NH,New Hampshire,31469,1852.5,33011,Hillsborough,America/New_York
12180,42.7516,-73.59997,Troy,NY,New York,53807,369.5,36083,Rensselaer,America/New_York
27360,35.85684,-80.09987,Thomasville,NC,North Carolina,47432,207.0,37057,Davidson,America/New_York
27405,36.11373,-79.73463,Greensboro,NC,North Carolina,51962,639.5,37081,Guilford,America/New_York
27511,35.76324,-78.78437,Cary,NC,North Carolina,32880,1082.0,37183,Wake,America/New_York
27514,35.96776,-79.04406,Chapel Hill,NC,North Carolina,32149,632.9,37135,Orange,America/New_York
27534,35.37153,-77.90646,Goldsboro,NC,North Carolina,30742,162.5,37191,Wayne,America/New_York
27604,35.82011,-78.56369,Raleigh,NC,North Carolina,43924,886.6,37183,Wake,America/New_York
27707,35.95463,-78.95451,Durham,NC,North Carolina,50696,945.3,37063,Durham,America/New_York
27834,35.6571,-77.37981,Greenville,NC,North Carolina,54547,120.8,37147,Pitt,America/New_York
27893,35.69351,-77.90458,Wilson,NC,North Carolina,38929,137.9,37195,Wilson,America/New_York
28027,35.40879,-80.67524,Concord,NC,North Carolina,79079,442.5,37025,Cabarrus,America/New_York
28052,35.22492,-81.23266,Gastonia,NC,North Carolina,35894,334.7,37071,Gaston,America/New_York
56301,45.48718,-94.24307,Saint Cloud,MN,Minnesota,35150,177.2,27145,Stearns,America/Chicago
92020,32.79557,-116.9697,El Cajon,CA,California,59775,2076.2,06073,San Diego,America/Los_Angeles
92024,33.05716,-117.25651,Encinitas,CA,California,50222,1075.8,06073,San Diego,America/Los_Angeles
92025,33.08492,-117.02967,Escondido,CA,California,50270,867.6,06073,San Diego,America/Los_Angeles
92037,32.85257,-117.25104,La Jolla,CA,California,37665,1207.2,06073,San Diego,America/Los_Angeles
92054,33.19377,-117.35508,Oceanside,CA,California,37050,1914.5,06073,San Diego,America/Los_Angeles
92105,32.73756,-117.09193,San Diego,CA,California,72688,4876.1,06073,San Diego,America/Los_Angeles
92236,33.70276,-116.07254,Coachella,CA,California,42506,265.3,06065,Riverside,America/Los_Angeles
92253,33.65562,-116.28785,La Quinta,CA,California,37898,361.8,06065,Riverside,America/Los_Angeles
92307,34.59078,-117.14127,Apple Valley,CA,California,40534,83.5,06071,San Bernardino,America/Los_Angeles
92345,34.36415,-117.30984,Hesperia,CA,California,87476,341.6,06071,San Bernardino,America/Los_Angeles
92374,34.06738,-117.17482,Redlands,CA,California,44976,967.5,06071,San Bernardino,America/Los_Angeles
92399,34.04469,-117.004,Yucaipa,CA,California,55236,397.6,06071,San Bernardino,America/Los_Angeles
92404,34.17862,-117.23891,San Bernardino,CA,California,64090,783.4,06071,San Bernardino,America/Los_Angeles
92503,33.88308,-117.45222,Riverside,CA,California,88617,996.7,06065,Riverside,America/Los_Angeles
92530,33.63386,-117.37949,Lake Elsinore,CA,California,58249,291.7,06065,Riverside,America/Los_Angeles
92553,33.92335,-117.24532,Moreno Valley,CA,California,73945,2783.2,06065,Riverside,America/Los_Angeles
92563,33.58435,-117.14458,Murrieta,CA,California,78139,1333.1,06065,Riverside,America/Los_Angeles
92592,33.511,-117.0242,Temecula,CA,California,81636,286.1,06065,Riverside,America/Los_Angeles
92627,33.64786,-117.9205,Costa Mesa,CA,California,62181,3752.3,06059,Orange,America/Los_Angeles
92630,33.64709,-117.68428,Lake Forest,CA,California,66240,2427.1,06059,Orange,America/Los_Angeles
92646,33.66525,-117.96755,Huntington Beach,CA,California,56033,2687.3,06059,Orange,America/Los_Angeles
92672,33.3825,-117.5403,San Clemente,CA,California,38020,412.8,06073,San Diego,America/Los_Angeles
92677,33.52777,-117.70523,Laguna Niguel,CA,California,64259,1508.6,06059,Orange,America/Los_Angeles
92683,33.75242,-117.99383,Westminster,CA,California,90630,3600.0,06059,Orange,America/Los_Angeles
92691,33.61051,-117.66627,Mission Viejo,CA,California,48073,2114.7,06059,Orange,America/Los_Angeles
92704,33.72038,-117.90807,Santa Ana,CA,California,80767,4210.0,06059,Orange,America/Los_Angeles
92804,33.81801,-117.97517,Anaheim,CA,California,84700,4589.9,06059,Orange,America/Los_Angeles
93010,34.23007,-119.07437,Camarillo,CA,California,47656,837.4,06111,Ventura,America/Los_Angeles
93030,34.2051,-119.1753,Oxnard,CA,California,58511,1600.8,06111,Ventura,America/Los_Angeles
28806,35.57154,-82.61386,Asheville,NC,North Carolina,44522,450.7,37021,Buncombe,America/New_York
29203,34.10198,-81.04009,Columbia,SC,South Carolina,41205,255.5,45079,Richland,America/New_York
29406,32.93417,-80.03083,Charleston,SC,South Carolina,32570,820.0,45019,Charleston,America/New_York
29464,32.82082,-79.85583,Mount Pleasant,SC,South Carolina,51259,656.6,45019,Charleston,America/New_York
29483,33.03126,-80.23205,Summerville,SC,South Carolina,56758,410.8,45035,Dorchester,America/New_York
29501,34.20414,-79.82654,Florence,SC,South Carolina,47406,349.4,45041,Florence,America/New_York
75002,33.08946,-96.60639,Allen,TX,Texas,72679,746.7,48085,Collin,America/Chicago
75007,33.00498,-96.8959,Carrollton,TX,Texas,54498,1767.3,48121,Denton,America/Chicago
75019,32.96183,-96.984,Coppell,TX,Texas,44706,1004.3,48113,Dallas,America/Chicago
75023,33.05657,-96.73286,Plano,TX,Texas,49376,2072.5,48085,Collin,America/Chicago
75034,33.12084,-96.83778,Frisco,TX,Texas,48749,1180.5,48085,Collin,America/Chicago
75043,32.8571,-96.57986,Garland,TX,Texas,64296,1692.6,48113,Dallas,America/Chicago
75051,32.72635,-96.99375,Grand Prairie,TX,Texas,40166,1228.3,48113,Dallas,America/Chicago
75056,33.07541,-96.90978,The Colony,TX,Texas,65785,1074.9,48121,Denton,America/Chicago
75061,32.82607,-96.96563,Irving,TX,Texas,56319,1872.6,48113,Dallas,America/Chicago
75080,32.97382,-96.7416,Richardson,TX,Texas,52184,1781.1,48113,Dallas,America/Chicago
75081,32.94969,-96.70899,Richardson,TX,Texas,36493,1563.2,48113,Dallas,America/Chicago
75104,32.58295,-96.96712,Cedar Hill,TX,Texas,49291,515.7,48113,Dallas,America/Chicago
75150,32.81545,-96.6308,Mesquite,TX,Texas,63895,1964.1,48113,Dallas,America/Chicago
75217,32.71291,-96.68243,Dallas,TX,Texas,87154,1212.3,48113,Dallas,America/Chicago
75220,32.86692,-96.87571,Dallas,TX,Texas,40327,1376.2,48113,Dallas,America/Chicago
57401,45.4753,-98.53042,Aberdeen,SD,South Dakota,32217,44.6,46013,Brown,America/Chicago
57701,44.1209,-103.20562,Rapid City,SD,South Dakota,45046,333.1,46103,Pennington,America/Denver
47905,40.4218,-86.76418,Lafayette,IN,Indiana,41689,133.7,18157,Tippecanoe,America/Indiana/Indianapolis
48066,42.50735,-82.93697,Roseville,MI,Michigan,47476,1859.1,26099,Macomb,America/Detroit
48073,42.51919,-83.16437,Royal Oak,MI,Michigan,33822,1766.1,26125,Oakland,America/Detroit
48104,42.26343,-83.71748,Ann Arbor,MI,Michigan,45161,2236.9,26161,Washtenaw,America/Detroit
48126,42.32999,-83.18678,Dearborn,MI,Michigan,53044,2445.9,26163,Wayne,America/Detroit
48127,42.33663,-83.28292,Dearborn Heights,MI,Michigan,40392,2028.7,26163,Wayne,America/Detroit
48146,42.24322,-83.18114,Lincoln Park,MI,Michigan,39807,2633.5,26163,Wayne,America/Detroit
48180,42.22605,-83.26881,Taylor,MI,Michigan,62937,1029.0,26163,Wayne,America/Detroit
48183,42.1361,-83.22045,Trenton,MI,Michigan,42467,908.8,26163,Wayne,America/Detroit
48185,42.33579,-83.38458,Westland,MI,Michigan,48622,1542.3,26163,Wayne,America/Detroit
48187,42.3292,-83.48784,Canton,MI,Michigan,52861,1129.1,26163,Wayne,America/Detroit
48205,42.43317,-82.98131,Detroit,MI,Michigan,31816,1934.0,26163,Wayne,America/Detroit
48227,42.38732,-83.1926,Detroit,MI,Michigan,39024,2008.1,26163,Wayne,America/Detroit
48234,42.4312,-83.03952,Detroit,MI,Michigan,32402,1600.7,26163,Wayne,America/Detroit
48237,42.46494,-83.18241,Oak Park,MI,Michigan,29495,2212.6,26125,Oakland,America/Detroit
48307,42.65953,-83.12301,Rochester,MI,Michigan,43799,1111.0,26125,Oakland,America/Detroit
48310,42.56511,-83.06694,Sterling Heights,MI,Michigan,43232,1888.6,26099,Macomb,America/Detroit
73505,34.5718,-98.4834,Lawton,OK,Oklahoma,47658,284.8,40031,Comanche,America/Chicago
74012,36.05381,-95.80509,Broken Arrow,OK,Oklahoma,63498,987.6,40143,Tulsa,America/Chicago
29730,34.8878,-81.02116,Rock Hill,SC,South Carolina,56727,183.5,45091,York,America/New_York
30062,33.99977,-84.46899,Marietta,GA,Georgia,62958,939.5,13067,Cobb,America/New_York
30076,34.02777,-84.31723,Roswell,GA,Georgia,46089,1110.3,13121,Fulton,America/New_York
30080,33.87864,-84.5053,Smyrna,GA,Georgia,53116,1626.0,13067,Cobb,America/New_York
30188,34.11873,-84.45526,Woodstock,GA,Georgia,64757,572.4,13057,Cherokee,America/New_York
03301,43.22423,-71.54342,Concord,NH,New Hampshire,33986,266.5,33013,Merrimack,America/New_York
03820,43.18933,-70.88428,Dover,NH,New Hampshire,32925,466.0,33017,Strafford,America/New_York
36830,32.5339,-85.49449,Auburn,AL,Alabama,47050,165.9,01081,Lee,America/Chicago
37042,36.56894,-87.41225,Clarksville,TN,Tennessee,83409,566.3,47125,Montgomery,America/Chicago
37064,35.88966,-86.96112,Franklin,TN,Tennessee,63374,133.0,47187,Williamson,America/Chicago
37075,36.34085,-86.60845,Hendersonville,TN,Tennessee,72102,471.5,47165,Sumner,America/Chicago
37087,36.2733,-86.27224,Lebanon,TN,Tennessee,53068,124.2,47189,Wilson,America/Chicago
37130,35.8809,-86.33003,Murfreesboro,TN,Tennessee,58119,414.5,47149,Rutherford,America/Chicago
37167,35.96325,-86.52922,Smyrna,TN,Tennessee,62284,437.3,47149,Rutherford,America/Chicago
37211,36.06704,-86.72345,Nashville,TN,Tennessee,74389,1322.0,47037,Davidson,America/Chicago
37421,35.02915,-85.153,Chattanooga,TN,Tennessee,52507,639.5,47065,Hamilton,America/New_York
37604,36.29923,-82.38302,Johnson City,TN,Tennessee,37090,433.7,47179,Washington,America/New_York
37620,36.55124,-82.09867,Bristol,TN,Tennessee,38245,115.2,47163,Sullivan,America/New_York
74133,36.04113,-95.87955,Tulsa,OK,Oklahoma,48350,1366.0,40143,Tulsa,America/Chicago
74403,35.67427,-95.305,Muskogee,OK,Oklahoma,29294,103.1,40101,Muskogee,America/Chicago
33311,26.14412,-80.17319,Fort Lauderdale,FL,Florida,75435,2808.4,12011,Broward,America/New_York
33317,26.11268,-80.22607,Fort Lauderdale,FL,Florida,36322,1467.4,12011,Broward,America/New_York
33319,26.1826,-80.22641,Fort Lauderdale,FL,Florida,52000,2953.4,12011,Broward,America/New_York
33407,26.75841,-80.09195,West Palm Beach,FL,Florida,32904,1288.4,12099,Palm Beach,America/New_York
33433,26.34706,-80.15919,Boca Raton,FL,Florida,45580,1862.6,12099,Palm Beach,America/New_York
33437,26.51164,-80.14917,Boynton Beach,FL,Florida,38178,1370.9,12099,Palm Beach,America/New_York
33445,26.4548,-80.1063,Delray Beach,FL,Florida,31283,1494.5,12099,Palm Beach,America/New_York
33458,26.93477,-80.12906,Jupiter,FL,Florida,56799,1077.3,12099,Palm Beach,America/New_York
33614,28.00619,-82.50598,Tampa,FL,Florida,46844,1857.0,12057,Hillsborough,America/New_York
33710,27.7898,-82.73069,Saint Petersburg,FL,Florida,34102,1651.5,12103,Pinellas,America/New_York
33801,28.0401,-81.8947,Lakeland,FL,Florida,33861,690.7,12105,Polk,America/New_York
42071,36.62139,-88.28291,Murray,KY,Kentucky,30254,55.9,21035,Calloway,America/Chicago
42104,36.87718,-86.45233,Bowling Green,KY,Kentucky,40285,268.0,21227,Warren,America/Chicago
42301,37.73983,-87.24643,Owensboro,KY,Kentucky,45851,102.3,21059,Daviess,America/Chicago
42420,37.79875,-87.51517,Henderson,KY,Kentucky,38528,77.7,21101,Henderson,America/Chicago
43017,40.1189,-83.13314,Dublin,OH,Ohio,41837,1000.5,39049,Franklin,America/New_York
43055,40.1168,-82.37672,Newark,OH,Ohio,62460,214.0,39089,Licking,America/New_York
43123,39.86801,-83.12088,Grove City,OH,Ohio,66365,428.9,39049,Franklin,America/New_York
43130,39.70013,-82.60992,Lancaster,OH,Ohio,62187,145.9,39045,Fairfield,America/New_York
93101,34.41925,-119.70808,Santa Barbara,CA,California,29870,3601.4,06083,Santa Barbara,America/Los_Angeles
75701,32.32297,-95.29679,Tyler,TX,Texas,34822,955.8,48423,Smith,America/Chicago
13021,42.91713,-76.5542,Auburn,NY,New York,37640,121.9,36011,Cayuga,America/New_York
13440,43.21807,-75.45941,Rome,NY,New York,41198,136.5,36065,Oneida,America/New_York
13501,43.08138,-75.22611,Utica,NY,New York,40152,1753.1,36065,Oneida,America/New_York
13601,43.96949,-75.90965,Watertown,NY,New York,38332,105.1,36045,Jefferson,America/New_York
16602,40.51491,-78.37052,Altoona,PA,Pennsylvania,27813,731.4,42013,Blair,America/New_York
31204,32.84996,-83.67609,Macon,GA,Georgia,32285,854.7,13021,Bibb,America/New_York
31907,32.48388,-84.89976,Columbus,GA,Georgia,62140,1006.0,13215,Muscogee,America/New_York
32114,29.19312,-81.04915,Daytona Beach,FL,Florida,35583,858.8,12127,Volusia,America/New_York
32127,29.10866,-80.97907,Port Orange,FL,Florida,27908,724.4,12127,Volusia,America/New_York
32137,29.58057,-81.22455,Palm Coast,FL,Florida,46970,290.6,12035,Flagler,America/New_York
32174,29.28928,-81.16446,Ormond Beach,FL,Florida,52140,160.6,12127,Volusia,America/New_York
32216,30.27891,-81.58305,Jacksonville,FL,Florida,41010,1249.3,12031,Duval,America/New_York
32303,30.51237,-84.34386,Tallahassee,FL,Florida,49824,552.4,12073,Leon,America/New_York
04240,44.09147,-70.16808,Lewiston,ME,Maine,37577,424.9,23001,Androscoggin,America/New_York
04401,44.84711,-68.84654,Bangor,ME,Maine,44285,170.9,23019,Penobscot,America/New_York
07960,40.78452,-74.49813,Morristown,NJ,New Jersey,46560,519.3,34027,Morris,America/New_York
08302,39.4397,-75.2616,Bridgeton,NJ,New Jersey,47487,128.6,34011,Cumberland,America/New_York
08360,39.49374,-75.00352,Vineland,NJ,New Jersey,43784,381.3,34011,Cumberland,America/New_York
08401,39.37964,-74.45284,Atlantic City,NJ,New Jersey,38726,1400.5,34001,Atlantic,America/New_York
08701,40.07635,-74.20311,Lakewood,NJ,New Jersey,134008,2091.7,34029,Ocean,America/New_York
41042,38.98595,-84.64906,Florence,KY,Kentucky,55347,966.3,21015,Boone,America/New_York
48601,43.40096,-83.8952,Saginaw,MI,Michigan,32172,119.1,26145,Saginaw,America/Detroit
48640,43.58394,-84.33648,Midland,MI,Michigan,32723,120.2,26111,Midland,America/Detroit
48858,43.61483,-84.79576,Mount Pleasant,MI,Michigan,43036,95.3,26073,Isabella,America/Detroit
48911,42.67351,-84.57285,Lansing,MI,Michigan,40755,907.7,26065,Ingham,America/Detroit
76017,32.66223,-97.16237,Arlington,TX,Texas,46361,1753.8,48439,Tarrant,America/Chicago
76021,32.8523,-97.13128,Bedford,TX,Texas,34858,1854.9,48439,Tarrant,America/Chicago
76051,32.94192,-97.07888,Grapevine,TX,Texas,50303,871.3,48439,Tarrant,America/Chicago
76063,32.56913,-97.14376,Mansfield,TX,Texas,80101,618.1,48439,Tarrant,America/Chicago
76106,32.81417,-97.35209,Fort Worth,TX,Texas,37777,1007.5,48439,Tarrant,America/Chicago
76117,32.80374,-97.26766,Haltom City,TX,Texas,32692,1159.9,48439,Tarrant,America/Chicago
76248,32.92988,-97.22972,Keller,TX,Texas,40130,978.4,48439,Tarrant,America/Chicago
49201,42.25213,-84.38301,Jackson,MI,Michigan,49509,123.3,26075,Jackson,America/Detroit
49423,42.73964,-86.09015,Holland,MI,Michigan,46467,230.4,26005,Allegan,America/Detroit
49505,42.9984,-85.63699,Grand Rapids,MI,Michigan,32325,1425.4,26081,Kent,America/Detroit
08861,40.52087,-74.27397,Perth Amboy,NJ,New Jersey,58136,4402.1,34023,Middlesex,America/New_York
08901,40.48426,-74.44275,New Brunswick,NJ,New Jersey,56870,3503.9,34023,Middlesex,America/New_York
10009,40.72639,-73.97865,New York,NY,New York,58418,36572.9,36061,New York,America/New_York
10011,40.74173,-74.00037,New York,NY,New York,50772,30272.6,36061,New York,America/New_York
10024,40.78534,-73.97138,New York,NY,New York,62774,27381.4,36061,New York,America/New_York
10035,40.79538,-73.92965,New York,NY,New York,38595,10608.7,36061,New York,America/New_York
01040,42.21251,-72.64109,Holyoke,MA,Massachusetts,38210,697.1,25013,Hampden,America/New_York
01453,42.51961,-71.76583,Leominster,MA,Massachusetts,43550,637.9,25027,Worcester,America/New_York
43229,40.08569,-82.97636,Columbus,OH,Ohio,55168,2356.8,39049,Franklin,America/New_York
43302,40.59995,-83.12967,Marion,OH,Ohio,55090,109.1,39101,Marion,America/New_York
43402,41.40957,-83.65389,Bowling Green,OH,Ohio,31472,109.8,39173,Wood,America/New_York
43615,41.65045,-83.67255,Toledo,OH,Ohio,39405,922.9,39095,Lucas,America/New_York
44035,41.36539,-82.13025,Elyria,OH,Ohio,62050,503.7,39093,Lorain,America/New_York
44052,41.45519,-82.16133,Lorain,OH,Ohio,28264,1149.0,39093,Lorain,America/New_York
44060,41.67742,-81.32806,Mentor,OH,Ohio,59932,579.5,39085,Lake,America/New_York
44105,41.45069,-81.63032,Cleveland,OH,Ohio,33667,1458.4,39035,Cuyahoga,America/New_York
44107,41.48263,-81.80025,Lakewood,OH,Ohio,50676,3637.0,39035,Cuyahoga,America/New_York
34741,28.30544,-81.42567,Kissimmee,FL,Florida,54464,1404.2,12097,Osceola,America/New_York
34952,27.2969,-80.29748,Port Saint Lucie,FL,Florida,41779,654.8,12111,St. Lucie,America/New_York
35244,33.35205,-86.8267,Birmingham,AL,Alabama,36783,595.4,01117,Shelby,America/Chicago
35401,33.179,-87.61586,Tuscaloosa,AL,Alabama,39168,377.1,01125,Tuscaloosa,America/Chicago
35601,34.60616,-87.00795,Decatur,AL,Alabama,34817,507.5,01103,Morgan,America/Chicago
35630,34.82526,-87.66018,Florence,AL,Alabama,33252,507.9,01077,Lauderdale,America/Chicago
28110,35.06552,-80.52781,Monroe,NC,North Carolina,54577,165.4,37179,Union,America/New_York
28205,35.22019,-80.78737,Charlotte,NC,North Carolina,51160,1670.1,37119,Mecklenburg,America/New_York
10550,40.90627,-73.8351,Mount Vernon,NY,New York,40073,7782.0,36119,Westchester,America/New_York
10701,40.94702,-73.88034,Yonkers,NY,New York,68032,5998.2,36119,Westchester,America/New_York
10801,40.91751,-73.78396,New Rochelle,NY,New York,41724,4703.6,36119,Westchester,America/New_York
58103,46.85639,-96.82234,Fargo,ND,North Dakota,48577,1637.3,38017,Cass,America/Chicago
